Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR Upp Pris (EUR/MW),aFRR Ned Pris (EUR/MW),mFRR Upp Pris (EUR/MW),mFRR Ned Pris (EUR/MW),mFRR Upp EAM Pris (EUR/MW),mFRR Ned EAM Pris (EUR/MW),,SPOT_SE3,Hydro (GWh),SE_Avg,month,year,day,,,,FCR-N,FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT,SPOT_avg,aFRR up,aFRR down,mFRR up,mFRR down,Hydro,,,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),SPOT
26/09/2023 15:00,49.13,19.74,54.21,0,0,0,0,0,0,,104.51,9.39,30.6425,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 16:00,49.93,19.84,54.11,0,0,0,0,0,0,,132.23,9.27,63.4575,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 17:00,52.76,24.45,54.24,0,23,0,0,0,0,,175.92,9.02,54.775,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 18:00,53.2,22.25,54.4,0,22.5,0,0,0,0,,240.89,8.16,65.03,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 19:00,52.85,21.39,54.19,0,22,0,0,0,0,,156.49,7.16,41.7475,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 20:00,54.61,19.4,54.29,0,38.3,0,0,0,0,,1.65,6.83,1.65,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 21:00,57.31,19.32,54.68,0,30,0,0,0,0,,0.43,6.02,0.43,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 22:00,56.37,18.93,54.84,0,38,0,0,0,0,,-0.04,5.73,-0.04,9,2023,26,,,,,,,,,,,,,,,,,,,
26/09/2023 23:00,62.37,18.47,64.78,0,0,0,0,0,0,,1.51,4.93,1.51,9,2023,26,,,,,,,,,,,,,,,,,,,
27/09/2023 00:00,62.46,18.47,64.93,0,0,0,0,0,0,,1.17,4.81,1.17,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 01:00,62.63,18.48,65.11,0,0,0,0,0,0,,1.34,4.67,1.34,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 02:00,62.61,18.56,64.77,0,0,0,0,0,0,,1.31,4.77,1.31,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 03:00,61.49,18.56,64.6,0,0,0,0,0,0,,1.41,4.83,1.41,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 04:00,59.49,18.54,63.9,0,0,0,0,0,0,,2.2,5.59,2.2,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 05:00,54.14,18.86,55.41,0,0,0,0,0,0,,3.2,6.54,3.2,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 06:00,54.22,18.95,54.83,0,0,0,0,0,0,,217.36,7.54,58.87,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 07:00,54.68,19.16,54.95,0,0,0,0,0,0,,124.94,8.01,64.95,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 08:00,52.68,19.22,54.83,0,0,0,0,0,0,,57.95,8.39,31.905,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 09:00,52.5,18.95,54.67,0,0,0,0,0,0,,6.9,8.51,6.9,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 10:00,52.43,19.21,54.65,0,0,0,0,0,0,,5.69,8.19,5.69,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 11:00,51.57,19.37,54.62,0,0,0,0,0,0,,4.73,7.86,4.73,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 12:00,51.38,19.36,54.46,0,0,0,0,0,0,,3.29,7.28,3.29,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 13:00,51.27,19.18,54.85,0,0,0,0,0,0,,2.94,7.56,2.94,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 14:00,51.3,19.23,58.45,0,0,0,0,0,0,,2.93,7.86,2.93,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 15:00,51.48,19.02,59.09,0,0,0,0,0,0,,3.27,7.48,3.27,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 16:00,51.79,19.16,58.98,0,0,0,0,0,0,,11.53,7.15,5.7625,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 17:00,54.69,19.27,59.07,0,0,0,0,0,0,,190.26,7.15,51.0925,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 18:00,54.84,19,59.07,0,0,0,0,0,0,,209.55,7.06,55.7025,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 19:00,55.5,18.88,59.23,0,0,0,0,0,0,,138.67,6.7,37.24,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 20:00,56.7,18.92,59.4,0,0,0,0,0,0,,2.95,6.32,2.95,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 21:00,56.78,18.84,59.01,0,0,0,0,0,0,,2.28,5.98,2.28,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 22:00,56.9,18.76,59.59,0,0,0,0,0,0,,2.05,5.35,2.05,9,2023,27,,,,,,,,,,,,,,,,,,,
27/09/2023 23:00,59.34,18.78,60.41,0,0,0,0,0,0,,2.06,5.35,2.06,9,2023,27,,,,,,,,,,,,,,,,,,,
28/09/2023 00:00,59.68,18.71,60.6,0,0,0,0,0,0,,1.98,5.36,1.98,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 01:00,59.68,18.68,60.42,0,0,0,0,0,0,,1.85,5.22,1.85,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 02:00,59.82,18.82,61.19,0,0,0,0,0,0,,1.67,5.14,1.67,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 03:00,59.61,18.81,60.96,0,0,0,0,0,0,,2.07,5.54,2.07,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 04:00,57.15,18.82,60.58,0,0,0,0,0,0,,3.81,6.42,3.81,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 05:00,52.58,19.08,52.82,0,0,0,0,0,0,,7.99,8.22,7.99,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 06:00,52.46,19.11,52.47,0,0,0,0,0,0,,32.98,9.38,22.175,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 07:00,52.08,19.64,51.62,0,0,0,0,0,0,,41.19,9.64,26.865,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 08:00,51.95,19.74,51.83,0,0,0,0,0,0,,33.5,9.72,22.935,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 09:00,51.96,19.49,52.5,0,0,0,0,0,0,,31.57,9.76,21.455,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 10:00,51.93,19.65,52.46,0,0,0,0,0,0,,11.96,9.44,11.49,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 11:00,49.85,19.61,52.59,0,0,0,0,0,0,,9.47,9.06,9.47,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 12:00,49.83,19.61,52.27,0,0,0,0,0,0,,7.92,8.93,7.92,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 13:00,49.83,19.63,52.52,0,0,0,0,0,0,,6.31,8.74,6.31,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 14:00,49.84,19.62,52.19,0,0,0,0,0,0,,5.83,8.72,5.83,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 15:00,49.95,19.32,51.81,0,0,0,0,0,0,,6.4,8.37,6.4,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 16:00,50.16,19.69,52.49,0,0,0,0,0,0,,30,8,17.82,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 17:00,52.49,21.16,52.33,0,0,0,0,0,0,,30.01,7.44,17.485,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 18:00,52.48,19.86,52.55,0,0,0,0,0,0,,4.3,6.82,4.245,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 19:00,52.8,19.44,52.59,0,0,0,0,0,0,,2.74,6.1,2.74,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 20:00,53.5,19.41,52.73,0,0,0,0,0,0,,1.68,5.42,1.68,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 21:00,55.77,19.39,53.28,0,0,0,0,0,0,,0.06,4.77,0.06,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 22:00,55.82,19.11,53.18,0,0,0,0,0,0,,-0.65,4.7,-0.65,9,2023,28,,,,,,,,,,,,,,,,,,,
28/09/2023 23:00,59.81,19,59.65,0,0,0,0,0,0,,-0.6,4.58,-0.6,9,2023,28,,,,,,,,,,,,,,,,,,,
29/09/2023 00:00,59.92,18.97,60.48,0,0,0,0,0,0,,-0.6,4.46,-0.6,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 01:00,59.98,18.96,59.21,0,0,0,0,0,0,,-0.57,4.59,-0.57,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 02:00,60.44,19.02,59.44,0,0,0,0,0,0,,-0.36,4.56,-0.36,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 03:00,60.45,19.02,59.56,0,0,0,0,0,0,,0,4.54,0,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 04:00,60.66,18.89,59.35,0,0,0,0,0,0,,1.65,5.15,1.65,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 05:00,56.45,19.28,52.03,0,0,0,0,0,0,,3.48,6.93,3.48,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 06:00,57.22,19.54,51.96,0,0,0,0,0,0,,5.16,8.27,5.16,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 07:00,56.89,19.6,51.38,0,0,0,0,0,0,,6.62,8.77,6.62,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 08:00,57.17,19.66,51.17,0,0,0,0,0,0,,7.02,9.03,7.02,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 09:00,57.22,19.65,51.16,0,0,0,0,0,0,,6.95,8.91,6.95,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 10:00,57.53,19.65,51.49,0,0,0,0,0,0,,6.84,9.06,6.84,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 11:00,56.22,19.91,51.06,0,0,0,0,0,0,,6.25,9.26,6.25,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 12:00,56.25,19.9,51.49,0,0,0,0,0,0,,6.24,9.16,6.24,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 13:00,55.52,19.79,51.33,0,0,0,0,0,0,,5.83,9.02,5.83,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 14:00,54.98,19.79,50.93,0,0,0,0,0,0,,5.83,9.08,5.83,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 15:00,55.27,19.62,52.52,0,0,0,0,0,0,,5.91,9.12,5.91,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 16:00,54.77,19.93,53.1,0,0,0,0,0,0,,6.05,9.14,6.05,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 17:00,57.11,20.17,53.11,0,0,0,0,0,0,,5.29,8.82,5.29,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 18:00,57.04,20.12,52.96,0,0,0,0,0,0,,4.99,8.32,4.99,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 19:00,56.86,19.89,52.7,0,0,0,0,0,0,,3.64,7.24,3.64,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 20:00,56.53,20.05,53.88,0,0,0,0,0,0,,2.63,6.44,2.63,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 21:00,56.39,19.58,54.02,0,0,0,0,0,0,,1.71,5.75,1.71,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 22:00,56.28,19.48,54.6,0,0,0,0,0,0,,0.16,5.26,0.16,9,2023,29,,,,,,,,,,,,,,,,,,,
29/09/2023 23:00,58.62,18.49,57.31,0,0,0,0,0,0,,-0.02,5.39,-0.02,9,2023,29,,,,,,,,,,,,,,,,,,,
30/09/2023 00:00,58.49,18.53,56.99,0,0,0,0,0,0,,-0.04,5.32,-0.04,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 01:00,58.41,18.62,56.92,0,0,0,0,0,0,,-0.07,5.31,-0.07,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 02:00,58.53,18.6,55.47,0,0,0,0,0,0,,-0.02,5.2,-0.02,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 03:00,58.57,18.49,55.41,0,0,0,0,0,0,,0,5.05,0,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 04:00,57.8,18.39,55.17,0,0,0,0,0,0,,0.01,5.1,0.01,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 05:00,53.06,18.99,50.21,0,0,0,0,0,0,,0.07,5.4,0.07,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 06:00,53.47,19.22,50.87,0,0,0,0,0,0,,1.24,5.69,1.24,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 07:00,53.73,19.48,50.24,0,0,0,0,0,0,,1.98,5.89,1.98,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 08:00,53.89,19.49,49.75,0,0,0,0,0,0,,2.14,6.03,2.14,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 09:00,53.44,19.38,49.86,0,0,0,0,0,0,,1.5,5.7,1.5,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 10:00,52.64,19.07,50.44,0,0,0,0,0,0,,0.04,5.2,0.04,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 11:00,50.9,19.19,50.37,0,0,0,0,0,0,,-0.17,4.83,-0.17,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 12:00,51.34,19.16,50.71,0,0,0,0,0,0,,-1.1,4.64,-1.1,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 13:00,51.18,19.1,51.76,0,0,0,0,0,0,,-1.73,4.76,-1.73,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 14:00,51.58,19.22,51.51,0,0,0,0,0,0,,-1.34,4.8,-1.34,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 15:00,51.59,19.12,49.9,0,0,0,0,0,0,,-1.06,4.85,-1.06,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 16:00,51.39,19.25,50.89,0,0,0,0,0,0,,-0.8,4.91,-0.8,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 17:00,54.78,19.31,50.96,0,0,0,0,0,0,,-0.43,4.96,-0.43,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 18:00,54.2,19.29,50.53,0,0,0,0,0,0,,-0.39,4.98,-0.39,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 19:00,55.23,19.31,49.48,0,0,0,0,0,0,,-0.82,4.74,-0.82,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 20:00,54.66,19.33,50.07,0,0,0,0,0,0,,-1.04,4.65,-1.04,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 21:00,53.59,19.13,51.14,0,0,0,0,0,0,,-1.12,4.51,-1.12,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 22:00,53.84,19.1,51.16,0,0,0,0,0,0,,-1.68,4.34,-1.68,9,2023,30,,,,,,,,,,,,,,,,,,,
30/09/2023 23:00,59.7,18.22,52.68,0,0,0,0,0,0,,-1.99,4.32,-1.99,9,2023,30,,,,,,,,,,,,,,,,,,,
01/10/2023 00:00,59.68,18.15,52.94,0,0,0,0,0,0,,-2.02,4.26,-2.02,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 01:00,59.29,18.13,52.73,0,0,0,0,0,0,,-2.08,4.26,-2.08,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 02:00,59.33,18.15,52.35,0,0,0,0,0,0,,-2.09,4.11,-2.09,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 03:00,59.59,18.16,52.03,0,0,0,0,0,0,,-2.07,4.19,-2.07,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 04:00,59.8,18.14,52.12,0,0,0,0,0,0,,-2.07,4.28,-2.07,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 05:00,53.4,18.75,48.4,0,0,0,0,0,0,,-2,4.49,-2,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 06:00,53.49,18.92,48.37,0,0,0,0,0,0,,-1.79,4.47,-1.79,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 07:00,53.42,18.92,47.55,0,0,0,0,0,0,,-1.07,4.66,-1.07,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 08:00,53.23,18.95,47.97,0,0,0,0,0,0,,-0.16,5.01,-0.16,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 09:00,53.01,18.9,48.64,0,0,0,0,0,0,,0,4.97,0,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 10:00,53.04,18.89,48.73,0,0,0,0,0,0,,0.39,5.03,0.39,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 11:00,52.14,18.99,48.86,0,0,0,0,0,0,,-0.05,5.16,-0.05,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 12:00,53.4,18.97,48.81,0,0,0,0,0,0,,-1.89,5.13,-1.89,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 13:00,51.88,18.95,49.33,0,0,0,0,0,0,,-0.73,5.27,-0.73,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 14:00,51.7,18.9,49.05,0,0,0,0,0,0,,1.53,5.73,1.53,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 15:00,51.75,18.97,48.79,0,0,0,0,0,0,,3.22,6.72,3.22,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 16:00,52.18,19.15,49.9,0,0,0,0,0,0,,4.79,7.87,4.79,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 17:00,54.71,19.03,49.4,0,0,0,0,0,0,,5.68,8.75,5.68,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 18:00,54.76,19.02,48.42,0,0,0,0,0,0,,5.91,8.89,5.91,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 19:00,54.22,18.88,48.71,0,0,0,0,0,0,,4.98,8.13,4.98,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 20:00,54.47,18.93,48.78,0,0,0,0,0,0,,4.88,8,4.88,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 21:00,54.75,18.94,49.22,0,0,0,0,0,0,,4.25,7.43,4.25,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 22:00,54.46,18.99,49.63,0,0,0,0,0,0,,3.59,6.86,3.59,10,2023,1,,,,,,,,,,,,,,,,,,,
01/10/2023 23:00,56.6,18.44,49.67,0,0,0,0,0,0,,2.79,6.43,2.79,10,2023,1,,,,,,,,,,,,,,,,,,,
02/10/2023 00:00,56.58,18.44,49.82,0,0,0,0,0,0,,2.78,6.35,2.78,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 01:00,56.59,18.43,50.03,0,0,0,0,0,0,,2.91,6.3,2.91,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 02:00,56.65,18.38,51.18,0,0,0,0,0,0,,3.15,6.58,3.15,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 03:00,56.58,18.38,53,0,0,0,0,0,0,,3.86,7.37,3.86,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 04:00,56.11,18.43,50.84,0,0,0,0,0,0,,4.98,8.15,4.98,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 05:00,52.36,18.69,47.26,0,0,0,0,0,0,,7.48,9.26,7.48,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 06:00,52.32,18.81,47.57,0,0,0,0,0,0,,32.9,9.91,21.19,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 07:00,52.79,18.89,46.96,0,0,0,0,0,0,,141.03,10.12,75.805,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 08:00,52.96,20.59,47.29,0,0,0,0,0,0,,115,10.34,62.96,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 09:00,53.01,20.65,48,0,0,0,0,0,0,,11.42,10.38,11.42,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 10:00,53.2,20.34,47.7,0,0,0,0,0,0,,10.85,10.23,10.85,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 11:00,51.67,18.92,47.87,0,0,0,0,0,0,,9.69,10.04,9.69,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 12:00,51.63,18.9,47.58,0,0,0,0,0,0,,9.1,9.86,9.1,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 13:00,51.36,18.95,47.84,0,0,0,0,0,0,,8.86,9.74,8.86,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 14:00,51.21,18.89,47.65,0,0,0,0,0,0,,8.96,9.87,8.96,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 15:00,51.25,18.77,48.13,0,0,0,0,0,0,,9.33,9.91,9.33,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 16:00,51.65,18.94,49.18,0,0,0,0,0,0,,10.32,10.03,10.32,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 17:00,52.88,18.96,48.94,0,0,0,0,0,0,,10.27,10.03,10.27,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 18:00,52.97,18.88,48,0,0,0,0,0,0,,9.91,9.92,9.91,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 19:00,52.94,18.78,47.79,0,0,0,0,0,0,,6.89,9.4,6.89,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 20:00,53.32,18.81,48.74,0,26.68,0,0,0,0,,5.01,8.77,5.01,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 21:00,53.31,18.8,49.16,0,26.1,0,0,0,0,,4.18,7.86,4.18,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 22:00,53.3,18.76,49.24,0,38.6,0,0,0,0,,3.1,6.85,3.1,10,2023,2,,,,,,,,,,,,,,,,,,,
02/10/2023 23:00,56.28,18.02,48.41,0,0,0,0,0,0,,2.99,6.7,2.99,10,2023,2,,,,,,,,,,,,,,,,,,,
03/10/2023 00:00,56.59,17.99,48.38,0,0,0,0,0,0,,2.96,6.65,2.96,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 01:00,56.29,18.03,48.68,0,0,0,0,0,0,,2.96,6.48,2.96,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 02:00,56.2,18.08,48.98,0,0,0,0,0,0,,2.97,6.5,2.97,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 03:00,55.83,18.01,48.86,0,0,0,0,0,0,,3.2,6.58,3.2,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 04:00,55.42,17.97,48.48,0,38,0,0,0,0,,4.41,7.78,4.41,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 05:00,52.44,18.55,46.89,0,0,0,0,0,0,,6.16,9.59,6.16,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 06:00,52.87,18.96,46.07,0,0,0,0,0,0,,11.66,10.74,11.66,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 07:00,52.5,19.16,45.15,0,0,0,0,0,0,,10.68,10.48,10.68,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 08:00,52.42,18.96,44.86,0,0,0,0,0,0,,4.93,9.37,4.93,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 09:00,52.43,18.78,44.99,0,0,0,0,0,0,,3.31,8.35,3.31,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 10:00,52.69,18.84,45.65,0,0,0,0,0,0,,2.99,8.28,2.99,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 11:00,51.21,18.8,45.77,0,0,0,0,0,0,,2.98,7.76,2.98,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 12:00,51.24,18.73,45.8,0,0,0,0,0,0,,2.78,7.69,2.78,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 13:00,51.08,18.61,45.02,0,0,0,0,0,0,,2.64,7.64,2.64,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 14:00,51.08,18.64,45.28,0,0,0,0,0,0,,2.58,7.61,2.58,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 15:00,51.1,18.62,45.27,0,0,0,0,0,0,,2.92,8.77,2.92,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 16:00,51.14,18.62,45.13,0,0,0,0,0,0,,4.98,10.16,4.98,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 17:00,52.67,18.59,46.55,0,0,0,0,0,0,,8.31,10.89,8.31,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 18:00,52.77,18.56,46.5,0,0,0,0,0,0,,7.62,10.77,7.62,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 19:00,52.27,18.48,46.43,0,0,0,0,0,0,,5.38,9.61,5.38,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 20:00,51.98,18.49,46.65,0,35,0,0,0,0,,4.09,8.19,4.09,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 21:00,52.09,18.45,47.22,0,35,0,0,0,0,,2.69,6.93,2.69,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 22:00,52.04,18.52,47.47,0,35,0,0,0,0,,0.73,5.9,0.73,10,2023,3,,,,,,,,,,,,,,,,,,,
03/10/2023 23:00,52.82,18.08,48.97,0,0,0,0,0,0,,0.13,5.38,0.13,10,2023,3,,,,,,,,,,,,,,,,,,,
04/10/2023 00:00,53.17,18.07,49.02,0,0,0,0,0,0,,0.01,5.26,0.01,10,2023,4,,,,,,,,,,,,,,,,,,,
04/10/2023 01:00,53.14,18.09,49,0,0,0,0,0,0,,-0.02,5.33,-0.02,10,2023,4,,,,,,,,,,,,,,,,,,,
04/10/2023 02:00,53.06,18.07,48.75,0,0,0,0,0,0,,-0.07,5.2,-0.07,10,2023,4,,,,,,,,,,,,,,,,,,,
04/10/2023 03:00,52.98,18.03,48.72,0,0,0,0,0,0,,-0.09,5.28,-0.09,10,2023,4,,,,,,,,,,,,,,,,,,,
04/10/2023 04:00,53.14,18.07,48.68,0,37,0,0,0,0,,-0.06,5.52,-0.06,10,2023,4,,,,,,,,,,,,,,,,,,,
04/10/2023 05:00,49.78,18.11,47.75,0,34.7,0,0,0,0,,1.57,6.43,1.57,10,2023,4,,,,,,,,,,,,,,,,,,,
